pmid,issn
27339457,1569-1802
16180917,1549-9596
12924937,0006-2960
22751133,1476-5594
35722313,1664-302X
17960559,1097-4652
24324819,1932-6203
21909257,1553-7374
17066077,0261-4189
11145225,0724-8741
25794002,1932-6203
34449197,1520-6882
19605547,1522-1466
33549812,1873-3476
14565985,1059-1524
26978043,1549-960X
18973272,1097-0215
10809781,0021-9258
23248297,1091-6490
27181349,1090-2104
19855051,1532-298X
29451874,1553-7358
36378574,1460-2431
37098979,1098-5530
29738568,1932-6203
31144303,1097-0215
23612586,1755-3245
27668303,1791-244X
31578239,1477-9137
26253709,1096-0929
19771344,1477-9234
15489638,1073-2322
12084916,0027-8424
22024932,1551-4005
37400117,1468-2060
18665641,1526-4602
17938174,0021-9258
31649873,2234-943X
37641972,1525-6006
11412974,0960-894X
27879335,2150-7511
10830967,0028-0836
12761123,0019-9567
27998003,1398-9995
38117649,2211-1247
20980672,1469-9001
22102827,1553-7404
11455645,1526-498X
27755610,1932-6203
36694362,2192-2659
22390166,1520-6882
11060347,0022-2275
23725695,1096-0341
10939447,0173-0835
25592138,1879-0631
27885332,1942-0994
37331934,1750-1172
11273133,1398-9219
29738831,1873-4596
11278646,0021-9258
30082794,2041-1723
16000594,1078-0432
22417139,1520-5207
22319575,1932-6203
21153365,0065-2598
27842299,1421-9697
33049095,1099-0461
19460346,1878-1551
17905627,1286-4579
31490751,1875-5666
17397810,0006-8993
19265437,1520-4995
31751474,2473-9537
22232557,1083-351X
38428031,1674-8018
14695818,0022-2623
23479646,1091-6490
31679097,1573-6776
27882919,2041-1723
19537932,0862-8408
38467221,1879-0003
27105922,1878-4216
11311799,0306-4522
11743959,0006-8993
23771028,1460-2083
30892909,1522-1490
33621949,1543-2742
12189501,0945-6317
15826719,0168-8278
27101258,1473-5741
34287445,1473-0189
11734594,0027-8874
21149679,1091-6490
12970875,1007-9327
38086083,1520-4812
21860668,1932-6203
15784693,1531-2267
25719435,1520-6882
37214798,2692-8205
15672554,0364-3190
21345977,1522-1466
16113998,0006-3525
35727030,1098-5514
11513726,0264-6021
23308124,1932-6203
32054689,1468-6244
15170344,0006-2960
26876175,2211-1247
27934859,2041-1723
28893371,1976-670X
18446223,1932-6203
16798736,0021-9258
37632288,1531-8249
36252517,1090-2414
31149035,1838-7640
25863054,1542-0086
18845157,1089-8638
23214497,1520-5126
32117925,2296-4185
35023261,1582-4934
12951035,0042-6822
16216912,0952-5041
16404782,1096-6080
23690617,1091-6490
26493444,0006-3002
25557390,0006-3002
22049059,1530-6860
20079354,1090-2430
31119902,1744-7909
18345609,0022-2623
11212237,0008-5472
20536386,1437-4315
29630631,1932-6203
32311173,1365-313X
20556479,1573-7373
16123151,0888-8809
21458963,1873-4367
17318779,0032-0943
37771777,1838-7640
33055090,1943-2631
15111427,0006-3495
22405347,1756-0500
17188513,1047-8477
18178281,0168-1702
34717002,1527-3350
31793599,1756-591X
26385350,1528-0020
27173493,1477-9137
18615713,1097-0134
15186401,1462-5814
20663886,1083-351X
16714764,0021-9258
10684652,0006-2960
16636277,0027-8424
30355731,1083-351X
21205308,1471-2180
31848286,2150-7511
15151767,1007-8738
11865575,
29996942,1756-9966
16530520,0016-5085
32719007,1083-351X
12381840,0961-8368
12845647,0020-7136
33232155,1520-6882
16336276,1742-464X
17176086,1520-4995
22782902,1083-351X
24143239,1932-6203
12962495,0006-2960
24728174,2041-1723
11247975,0022-3077
34218273,1460-2083
28370679,1524-475X
38359836,2666-6340
15698948,0006-3002
35077482,1932-6203
10738139,1386-6532
15258566,0950-9232
20149100,1365-2958
35757841,2045-7634
19200149,1744-7909
33079081,1364-5528
35062859,1528-3658
23027977,1091-6490
11346657,0021-9258
17855548,0022-538X
24577941,1538-8514
35347304,1476-5462
32269332,1476-4687
38113135,1573-4935
17385879,0021-8561
20398205,1365-2958
15084270,1074-7613
25480793,1083-351X
12463641,1093-3263
12856949,0167-4412
15096495,0021-9258
31818916,1521-0103
37336284,1872-7980
29511289,1476-5551
12796481,0021-9525
29058764,1097-4644
33186095,2050-084X
25956243,1096-0384
16732326,0950-9232
14506271,0021-9258
15163628,0950-1991
21484439,1432-1912
25418041,1521-3765
23183385,1873-4863
28549064,1553-7358
15741158,0021-9258
28805497,1559-2324
12756325,1355-8382
30317472,1940-6029
18434395,1098-5514
15031724,1350-9047
25433859,1432-203X
23813243,1543-706X
27208760,1873-3557
11313309,0016-5085
23408694,1098-660X
34800363,1537-6605
27536003,1362-4962
23511749,1742-2051
35065075,1083-351X
15889014,1090-0535
17676884,1535-3893
23623988,1873-4235
30986824,1362-4962
29201143,1754-6834
23168683,1097-4652
19683525,1090-2422
32328903,1674-8018
22761830,1932-6203
22327006,1535-9786
33576448,1791-244X
38135223,1873-2976
28812241,1868-601X
30051936,1469-896X
10774746,1016-8478
15292140,0021-9193
15605159,1477-9226
22669536,1554-8635
28493718,1520-6025
32553161,2211-1247
19887383,1547-3317
28115185,1638-6183
20534517,1091-6490
22296848,1477-9129
32702135,1365-2567
19351150,1535-3893
18462684,0969-2126
24554499,1439-7633
32559370,1948-7193
12708758,0300-8177
26180820,2314-6753
18339649,0008-6363
27913570,1460-2423
20206958,1096-0341
18323693,1349-3329
30231554,2072-6651
14734547,0021-9258
11904184,0014-5793
11273703,0022-2836
23691103,1932-6203
23257689,1873-2399
28250049,1754-8411
37890685,1873-3913
12367593,0028-3908
33666419,1520-4804
19276551,1387-2877
11901158,0021-9258
20802202,1460-2156
15028351,0735-1097
21354971,1460-2156
27572702,1880-4233
30463973,1098-5514
24548880,1872-9428
29969449,1553-7404
32521227,1878-4186
31145019,1551-4005
30281929,1742-4658
11182297,0891-5849
20607802,1097-4652
32067963,1879-2642
37777154,1083-351X
21184217,1432-072X
26969720,1532-2548
25369000,1545-7885
31010813,1098-5522
26343450,1879-1220
10854424,0021-9258
15795317,0021-9525
34163909,2041-6520
33516374,1873-4324
21821041,1089-8638
30837512,2045-2322
32936164,1477-9234
19375317,1879-0445
36675087,1422-0067
17512091,0197-0186
29162170,1469-2198
36521634,1089-8646
23883404,1471-2180
11312895,0021-8561
28655819,2150-7511
24920159,1615-9861
30479275,2050-084X
15627963,1615-9853
21624892,1362-4962
16674108,1535-3893
37749380,2045-2322
25294810,1949-2553
33677748,1550-7416
37858140,1478-6362
21434424,0016-6758
11891310,0027-8424
15291810,0014-2956
32109634,1542-7714
36272408,1097-4164
32003972,1944-8252
31251171,2050-084X
29743179,1528-0020
11252055,1526-954X
20200747,1463-9084
11335953,1040-452X
36528218,1096-0279
21513939,1879-1484
30308160,1934-6069
33950284,1432-2242
26388481,1873-4324
15533721,0888-7543
29035042,1520-6882
30082293,1098-6596
16879880,0166-0934
29345638,1476-4687
12529356,0021-9258
21194459,1479-5876
26112162,1532-2777
30117185,1096-8652
33058529,1742-4658
25584498,1520-4995
35802275,1573-5001
24150946,1362-4962
19997770,1572-8773
15766526,0092-8674
36472131,1463-9084
16356627,0303-7207
24718458,1932-6203
26699195,1083-351X
15703440,1355-8382
25825432,1098-5530
35051428,1096-0953
26942689,1538-0254
12706837,0014-5793
21471300,1556-679X
12902469,0022-1767
10831849,0378-1119
37738023,1530-6860
26775801,1873-5169
15225808,0960-0760
36539178,1879-1611
33600794,1083-351X
29162627,1521-0103
30914205,1872-8006
17425118,0939-5075
24398711,1362-4962
23754155,1791-244X
36292732,2073-4425
14963039,0021-9258
17921202,1542-0086
32621919,1879-0631
21902454,1557-7716
27878283,1791-2431
30593864,1095-9130
20833629,1471-9053
32165630,2041-1723
34452907,2375-2548
11687573,0021-9258
14983236,0340-6245
34676557,1099-1263
10772950,0006-291X
33074643,1520-4898
20303950,1090-2422
15133494,0950-9232
14990388,0022-5193
24078888,1535-9484
31881811,1520-5207
21545173,1554-8937
10958306,1050-7256
37774976,1083-351X
37291173,2045-2322
12627224,1072-8368
11312275,0021-9258
19838069,1559-2324
23627734,1520-4995
25625487,1536-4844
31165988,1896-1851
11423935,0969-7128
17615294,1059-1524
27807367,2041-1723
20672798,1520-4898
27398620,1476-4687
12057007,0264-6021
32820216,2045-2322
14640394,1359-6535
23806656,1089-8638
23284290,1553-7404
21177859,1083-351X
30356113,2045-2322
29514048,0925-4439
29618087,1362-4962
26186187,1097-4172
29312892,2235-2988
14684628,1524-4571
29207170,1791-2431
10779354,0270-7306
10696897,0012-3706
16051612,0021-9258
10913631,0014-5793
24297919,1091-6490
29272439,1460-2091
30730020,1573-5028
18790015,0306-4522
19908290,1098-1136
20471955,1090-2104
16339148,0021-9258
11225121,0020-1669
25348395,1362-4962
19560464,1873-3468
17680808,1742-464X
11145530,0065-1281
21634123,0026-8984
11039776,0009-921X
11923310,0021-9258
12217689,0022-2836
34142887,1522-1539
28559002,1469-0691
21558439,1521-0103
18186648,0006-2960
23437388,1932-6203
21455188,1750-2799
27295517,1098-2264
29717875,1520-4995
31679823,1878-3686
21641698,1768-3254
19110309,1878-5905
34806749,1477-9137
16391231,0890-9369
26912860,1095-9203
25404050,1878-7479
35191745,1098-5549
11278302,0021-9258
19328950,0041-1345
21540025,1096-0945
25935415,1873-3468
35013336,2045-2322
11768293,0145-479X
31980649,2041-1723
28926138,1098-2744
23056437,1932-6203
24448495,1463-9084
24789918,1939-327X
31888466,1471-2164
32008054,1432-0428
35191492,1532-2548
29754100,1873-6424
27340132,1470-8728
22350897,1940-6029
38509070,2041-1723
12558800,1356-9597
34646290,1664-462X
21695141,1932-6203
26504232,1091-6490
34574098,2304-8158
12670521,0361-090X
21513823,1876-7737
18552825,1545-9985
32522994,2041-1723
11911288,0250-7005
18687689,0021-9258
34161281,1091-6490
36074915,1532-2297
38518723,1090-2104
20729832,1476-4687
25999315,1469-9001
17890450,0006-4971
20000330,1520-4995
15991288,1007-9327
31533040,2211-1247
21549681,1096-0309
28343965,1879-0445
21775604,1529-2401
36871938,1879-2618
21714914,1752-0509
15238823,0954-6928
24785939,1399-0039
18437310,1543-1894
29345926,1520-5207
29336158,1535-3907
22173842,1535-5667
21282866,1557-9964
18931437,1744-3091
35222028,1663-9812
28535252,1362-4962
31260146,1365-2583
22686862,1520-5126
28768406,2233-4521
23686296,1432-2013
37211827,1473-7760
11013401,0887-3585
10660306,0960-9822
17081159,1474-9718
23317283,1477-5956
24594013,1756-6606
26068752,1557-7988
34156290,2379-5077
16288886,1046-2023
16140883,0022-3166
18220336,1535-3893
17009862,1553-7358
22539583,1945-7197
31322221,1791-3004
12702319,1567-1356
25839418,1873-3476
34378348,1868-1751
11358691,1074-5521
14615933,0302-766X
11758902,0916-8451
17470431,0021-9258
18093968,0021-9258
21963719,1873-3468
29170114,1873-3476
23290279,1873-2550
18694718,1096-0309
12130517,0006-4971
34098726,1524-4539
35687217,1573-7365
34799994,1582-4934
18986990,0021-9258
12732921,1618-2642
11936880,0145-5680
17050606,0022-538X
36697400,1743-5404
24651617,1932-6203
32447347,1476-5403
15304347,0014-5793
37099721,2192-2659
24326530,1573-6903
17720483,0076-6879
37039635,2379-5042
15048082,0950-9232
29617547,1533-4880
31295066,1522-1601
19608791,1096-0929
21937068,1532-3072
17658461,0006-291X
17906292,0021-9258
32541877,1476-4679
14730011,0021-9533
32386516,1476-4598
16509970,1471-2121
24920676,1522-1563
25097232,1477-9137
26439956,1872-8421
28985013,1742-4658
19295650,0008-4166
34198027,1090-2163
31881362,1873-0329
34989931,1436-2236
34308964,1573-4935
28750009,1553-7358
27085910,1873-507X
21393654,1557-9964
33210317,1460-2075
15466618,0022-1007
31258021,1552-4531
17518432,1554-8937
17535255,1356-9597
12488503,0741-5400
27810997,1758-1001
11711605,0022-538X
16954207,0021-9258
35269913,1422-0067
29636377,1521-0111
12687619,1615-9853
11089639,0739-1102
10655142,0014-4835
12948588,0006-3002
28175341,1362-4962
24301793,1676-5680
32228457,1471-2180
32300880,1432-2307
30840596,1581-3207
12498781,1044-7431
33784306,1932-6203
36688653,1098-5514
20862326,1553-7404
23325696,1098-5514
22825797,1573-9686
11807042,0950-1991
24106105,1616-5195
16223490,0014-5793
36161364,1432-072X
18765415,1460-2180
32886518,1948-7185
24119228,1538-7836
34177934,1664-3224
25306972,1525-0024
26392412,2160-1836
11773915,1097-6744
29055823,1873-4596
25574689,1520-4995
29390058,1460-2423
37244348,1879-0003
11398090,0091-6749
22670052,1942-3268
23871938,0006-3002
30116148,1466-1861
11994003,0006-2960
31672133,1741-7007
21900605,1091-6490
25485739,1520-4995
15523888,0258-851X
28258464,1618-2650
28572913,2042-6410
23019343,1083-351X
26451601,1553-7404
33650813,2051-817X
14759290,1472-6483
15998298,0022-3042
22589386,1937-9145
20479470,1540-8140
20799279,1097-4652
23832274,1545-9985
29512687,1791-244X
19812349,1521-009X
18640989,1460-2083
31201089,1097-4164
12546141,0360-3997
31276431,1942-0870
25639169,1944-8252
11279112,0021-9258
27060481,1099-1352
34824341,2045-2322
10992284,0749-503X
38166085,1932-6203
38593295,1365-313X
28296173,1759-7714
11698358,0021-9193
31615964,2150-7511
26168351,1520-5126
20728594,1878-1705
18077487,1462-0332
11700068,0022-2836
24561806,1362-4962
24923464,1476-3524
27830738,2045-2322
37267415,1935-2735
20233324,1601-0825
15680920,0003-9861
33258401,1933-6969
18428764,1934-340X
11169469,0021-9967
12296771,0264-6021
33441879,2045-2322
14564299,1097-6744
37126687,1091-6490
20005866,1096-0384
17002286,0006-2960
32411134,1664-3224
25938568,1932-6203
27506823,1615-9314
32787284,1543-8392
26806087,1525-2191
34650684,1943-8141
21384180,1573-6881
33891267,1749-0774
12182916,0049-3848
20503425,1096-9861
28455723,1432-0878
21940516,1541-6100
17383678,0022-2836
25376329,1663-2826
22761573,1553-7374
11482567,0168-1605
22428001,1932-6203
31358465,1464-3405
16449190,0021-9525
28973888,1091-6490
21241896,1097-4172
24096195,1096-0309
21093515,1872-9754
30547260,1573-2576
35446253,2050-084X
23036081,1471-2164
30523155,1083-351X
21551321,1942-3268
17963731,1090-2104
21506116,1097-4652
21389265,1946-6242
29549180,1549-5477
35971838,1460-2075
17596301,0022-538X
12782658,0890-9369
16183855,0026-895X
17518440,1525-7797
16609681,0085-2538
38000366,1362-4962
31991041,1349-7006
18397307,1462-2920
19258514,1538-7445
28446680,1098-5514
33229589,1091-6490
11703341,0007-1048
28849551,1522-9602
30013050,2045-2322
21136942,1862-8354
23053491,1432-0991
34978291,1940-087X
35889979,2076-0817
35067307,1873-2259
17640459,0023-6772
16690925,0022-1317
24846380,2150-7511
26341556,1549-5477
29490679,1474-760X
31403622,1940-087X
20702722,1529-2401
28400296,1096-0279
16782705,0021-9258
18398480,1932-6203
18048056,1089-8638
23269675,1083-351X
15535120,0176-1617
27388341,1471-9053
30685086,1090-2104
35991456,1664-462X
21408212,1553-7358
35202628,1089-8638
25865958,1463-9084
25720490,1083-351X
21168767,1879-1301
27769873,1879-3169
32372865,1226-8453
32968199,1476-5403
12034025,1079-9907
27605167,1742-5662
20709841,1098-5336
32552708,1472-6947
36259085,1399-3054
34017141,1546-1696
23012364,1083-351X
23814063,1083-351X
29661533,1464-3405
15378601,0730-2312
15611050,0021-9258
18003877,0022-3077
19728399,1099-1069
27866852,1878-4186
24559512,1538-0254
11226151,0261-4189
20305002,1535-9786
32870271,1362-4962
34959619,1424-8247
17325128,0026-895X
22012735,1473-2262
19399691,1029-2403
28185554,1471-2164
28596009,1873-3778
12949240,0741-5400
30451341,1365-2443
18320076,0001-527X
19053714,1520-6106
24157211,1873-2259
31272717,1090-2104
36224639,1756-8722
14505689,0965-1748
21988693,1940-9818
33276297,1879-0534
29848367,1478-6362
36802241,1440-1681
25120489,1664-042X
23436414,1940-6029
35993735,1098-5514
28093215,1873-7544
17719100,0166-6851
25600813,1090-2104
33336726,2284-0729
21551294,1098-5530
23689510,1083-351X
27380217,1532-4281
11278590,0021-9258
35101055,1478-811X
36243723,2045-2322
27385396,1528-3658
22040095,1520-6882
20543102,1550-6606
17452423,1340-2838
15448140,0021-9258
22301903,1930-739X
21113082,1945-4589
32700062,1573-1561
21175594,1365-2249
25369937,1091-6490
35052467,2073-4425
12727449,1044-7431
23070659,1573-2592
20693316,1522-1504
10947916,0929-5305
25073972,1472-6750
19468072,1540-8140
28119424,1471-9053
31699778,1549-5477
37819729,1520-5207
11339327,0090-6964
17082594,0022-1767
24069399,1932-6203
20084551,1559-1166
33683349,1943-2631
15962302,0730-2312
14724291,0021-9258
20188819,1873-4596
16877760,0021-9258
37584712,1432-1335
11232511,1099-8004
25537507,1949-2553
29853030,1873-3573
11553707,1059-1524
11953829,0007-0920
23607618,1520-4995
22723914,1932-6203
15539428,0888-8809
20298697,1095-8584
16421094,0021-9258
23580199,1754-8411
35027964,1844-3117
19398554,0021-9258
29958928,1872-9428
19325550,1750-2799
37086399,1521-3773
27015814,1756-9966
29968354,1462-5822
22157010,1083-351X
11476542,0003-2697
17077499,1744-3091
16851865,1520-6106
14617822,1535-9476
34089718,1089-8638
12502845,0022-538X
24459229,1533-3450
26502196,1543-8392
29611822,1558-8238
32275426,1879-1123
34617943,2042-650X
11242473,0007-1145
17502676,1064-3745
11050463,0910-5050
25171413,1097-4172
26456581,1525-2191
24302255,2150-7511
38390191,2405-8440
34437724,1768-322X
19064636,1098-5522
27354531,1091-6490
15064706,0950-9232
15470496,0261-4189
26763217,1744-957X
17237799,0023-6837
22336914,1551-4005
25075558,1520-4804
26713407,1365-2958
16903853,0953-816X
10564718,0006-3002
21966491,1932-6203
20603325,1460-2083
27476057,1873-4235
14504429,1422-6405
25934109,1879-0003
11861786,0022-3565
22219178,1460-2180
14987226,0309-0167
24251728,1543-8392
37413992,1878-1551
24742680,1083-351X
35379557,1424-3911
20028739,1098-5549
18535291,0193-1857
33740661,1090-2104
34759321,1476-4687
14596620,0006-2960
19923081,1673-4254
19855047,1532-298X
28145544,1756-591X
15315758,0092-8674
36821608,2641-7650
31822473,2046-6390
15340794,0302-8933
19911048,1553-7358
12172791,0302-766X
29508267,1867-1314
19015238,1098-5549
38001512,1756-9966
29124154,2405-5808
38397134,2073-4425
23527187,1932-6203
19100535,1556-5653
24440756,1638-6183
16101277,0006-2960
19641791,1477-0539
15654748,0006-2960
20622866,1748-3395
17348974,0936-6768
11206074,0961-8368
30843349,2045-8827
14747342,0006-3495
20118212,1535-9786
16516698,0167-5273
21082116,1463-9084
22614910,1435-702X
28282370,1545-7885
31250290,1940-6029
22637725,1538-7445
16085492,0960-9822
29363793,1097-4644
12970397,1360-9947
18805925,1542-0086
22235121,1083-351X
11035932,0014-4827
15496416,0021-9258
27009205,1939-4586
25126736,1554-8635
21307267,1529-2401
22831795,1742-4658
24380371,1520-4995
33526854,1476-5497
24349798,1687-5443
25931118,1083-351X
25564844,1542-0086
25666616,1083-351X
15298917,0006-3495
37511122,1422-0067
17003375,0006-4971
15157274,1741-7007
28867158,1879-3088
21212464,1945-4589
33096142,1879-2596
37260103,1520-5118
20660611,1098-5522
22768926,1542-0086
15955823,0021-9258
20674765,1878-5875
11082481,0006-8993
20349976,1543-8392
27207956,2160-1836
34535752,2399-3642
37782646,1561-9125
14672406,0301-4851
26877022,2451-9448
22223246,1362-4962
12754496,1072-8368
36553638,2073-4425
17230194,1466-4879
31779731,1475-2662
19755542,1532-2548
34809429,2161-5063
22995205,1873-3336
26432169,1873-3913
15824113,0021-9258
35659616,1471-2407
11907270,1059-1524
25637608,1522-1504
36356365,1872-7603
28666462,1465-542X
10841569,0027-8424
29909615,1520-4804
16340007,1362-4962
29895617,1937-9145
27206164,1365-2958
26446205,1793-6853
15914713,0888-8809
37263403,1879-0712
25998899,1791-244X
33445776,1422-0067
23454269,1872-7786
22722868,1476-4687
27917616,1755-5949
26607380,1875-9777
33178132,1664-2392
10660475,0022-5193
26200855,1542-0086
36106996,1367-4811
17707908,0147-619X
33037049,1943-2631
25215666,1932-6203
22837681,1422-0067
12927819,0006-291X
11289226,0272-457X
22953944,1873-7072
27973635,1364-548X
34531539,1546-1696
16435202,0141-8955
16387684,0077-8923
20672848,1535-3907
24122265,1614-7499
17675859,1424-859X
30266588,1873-2747
26047503,1932-6203
30124819,1574-6941
32512997,1520-6882
33308446,1932-7420
37067206,0374-9096
28544394,1613-4133
12174895,0250-7005
17106265,1551-4005
30598101,1471-2164
19328208,1089-8638
30151700,1420-908X
23557680,1879-1611
19304826,1098-5336
10963661,0027-8424
15166238,0021-9258
20584985,1098-5549
32329961,1742-4658
12023331,0022-1767
15528320,0090-9556
21078360,1873-2399
28426192,1554-8937
24630110,1557-7988
33232691,1097-4172
16246004,1470-8728
19194512,1932-6203
21715426,1477-9129
21508163,1556-679X
12359076,0021-924X
38458187,1878-3686
24057384,1940-6029
23824190,1083-351X
20541793,1879-2472
26125411,1879-1484
11890827,0002-7863
12192002,0021-9258
21984432,1460-2083
19494011,1098-5514
23782448,1462-2920
24969531,1872-8278
21042904,1423-0380
21131968,1548-7105
24466333,1932-6203
16000695,0959-6658
12832798,0907-4449
37820603,1662-4033
24999015,1549-960X
24992222,1545-9985
33933449,1083-351X
33450002,1362-4962
30279279,1469-3178
21097883,1362-4962
26186727,1090-2414
12727213,0006-291X
10640652,0168-3659
19066031,1064-3745
19837014,1568-7856
32332138,1098-5336
38287261,1471-2164
31843580,1096-0945
20231245,1471-9053
27503603,1532-2548
12406571,0378-1119
29279302,2160-1836
29040287,1932-6203
34490234,2296-634X
14583486,0008-5472
22500901,1879-0909
34932851,1600-0625
32291806,1098-2744
35357834,1520-4804
12217904,0193-1849
16966327,0021-9258
21706253,1432-1327
30530602,1098-6596
35703534,1098-5549
33103597,1538-0254
21068317,1529-2401
12738885,0027-8424
28270517,1549-5477
24812106,1532-2548
11585915,0270-7306
17443811,1932-8451
22058053,1934-9262
35008755,1422-0067
28865031,0065-2598
19339690,1549-5477
19920146,1083-351X
30285317,2160-4762
18524609,0981-9428
12727443,1044-7431
14705027,1097-0134
33983114,2050-084X
15489164,1074-5521
10674718,1075-2617
15461782,1471-2091
12911311,0006-2960
23876380,1474-760X
21930898,1091-6490
30954572,1089-8638
18267010,1743-422X
30232154,1083-351X
25659910,1089-8638
28928212,2150-7511
29926227,1432-2013
14718543,0021-9258
35916900,1520-5851
22563867,1365-313X
17287200,1931-857X
11555677,0023-6837
32336285,1756-9966
17084643,1046-5928
18182400,1096-0929
11860270,1044-7431
26010396,1365-2141
15659441,0032-0781
29870720,1878-1551
12048202,0021-9258
22449965,1873-3468
16452205,0008-5472
26479167,1860-7314
30053346,1521-3773
33979606,2211-1247
29486319,1873-0329
23364471,1423-0313
26768531,1521-3773
21195783,1095-9513
18440551,1089-8638
10713991,0887-3585
19073890,1939-4586
25696792,1943-7722
25624480,1091-6490
28025082,0304-4165
30166561,2045-2322
33049292,1096-0384
24553943,1529-2401
20826800,1083-351X
28539657,2045-2322
36600466,1364-3703
37186242,2042-650X
15941989,1350-0872
26851844,1525-3198
26597572,1462-5822
15648785,0091-7370
23723365,1473-2300
25550424,1362-4962
27125377,1873-9601
21978883,1873-7544
11438588,1529-2401
24231745,1873-3557
27087658,2045-2322
30470859,1432-2072
35258686,1615-6102
34849860,1943-2631
18799754,0006-3363
24014547,1532-298X
21266548,1091-6490
28674493,1663-9812
36971000,1873-3468
22262462,1939-4586
17651753,0022-2836
35082292,2041-1723
26235615,2211-1247
27002127,1098-5530
26718325,1791-2431
32918541,2045-7634
34553761,1477-9137
35684330,1420-3049
28257862,1879-3231
29775708,1879-0003
15180868,0007-1048
32977947,1090-2104
20585455,1932-6203
22751016,1545-9985
12732637,0021-9258
14685691,1420-682X
11114186,0027-8424
20215404,1477-9137
15498940,0961-8368
12724344,1530-6860
34251002,2050-7518
12437968,0006-291X
31641696,2398-502X
19158420,1387-2877
26748185,1090-2104
17626091,0022-538X
20123702,1756-2651
32513971,2041-1723
27471259,1477-9129
34546536,1993-0402
21290204,1528-1132
25264252,1879-0445
36354378,1439-7633
11062563,1072-8368
12782960,0955-8829
30324023,2167-8359
21124447,1476-4687
22469984,1476-5594
30579791,1464-3405
10744628,0892-6638
19996139,1460-2091
23750007,1477-9137
33510840,1942-0994
19900184,1469-7580
24317633,1432-1327
27790986,1091-6490
24101510,1091-6490
27862236,2042-3306
29077059,1422-0067
22118839,1472-6491
29860435,1876-4479
20139071,1083-351X
25609107,1522-1598
33508233,1537-6605
12974387,1431-6730
29088716,1949-2553
15356113,0022-1767
29443553,1522-1563
33616037,2050-084X
16775326,0022-538X
29345855,1365-2893
14736881,0021-9258
26220190,2051-5960
11035415,0961-2033
15786501,0947-6539
22919732,0513-4870
33404539,2590-3462
23387882,1874-6128
38265145,1477-9137
36377663,1558-8238
21848512,1470-8728
26669591,1554-8937
32149133,2314-6141
22705366,1873-4596
26740275,1537-6613
32012656,2073-4409
29156556,1422-0067
24067090,1749-8104
32943107,1757-6512
26573481,2045-2322
14684371,0363-6135
23824574,1477-9129
36062804,1470-8728
23481377,1879-0429
21372825,1745-7254
23511305,2045-2322
11323008,0049-3848
18310072,0021-9258
31655540,1471-2180
38087365,1756-8722
21840901,1362-4962
23591871,2041-1723
17032656,0021-9258
33643833,2211-3835
19538932,1096-0309
26808545,1932-6203
12547917,0027-8424
15276650,0006-3002
24434785,1559-2308
17498739,0022-2836
26138011,1559-0720
17565237,1424-8832
11001939,0964-6906
36627133,1532-2548
18688018,1524-4636
24478075,1098-5522
31010838,1557-3265
21429938,1477-9137
16751527,0099-2240
32138327,1422-0067
18464289,1097-0215
22308309,1550-6606
20978124,1083-351X
16219297,0006-291X
17513788,0022-1767
30806239,2162-6537
18347433,1555-8584
11595747,0021-9258
25368185,1091-6490
12207706,0950-382X
15288806,0003-9861
12485937,0006-4971
25210934,1734-154X
15024385,1545-9993
27333946,1097-4652
25980317,1638-6183
37327725,1873-4200
10748137,0021-9258
12217406,0161-5890
34586859,1098-5514
36990132,1879-3169
32233470,1520-5126
17001100,0907-4449
24767863,1096-0023
31113978,2045-2322
32310978,1932-6203
11877415,0021-9258
15935375,0022-2828
19843251,1467-7652
11377421,0014-5793
15192080,0888-8809
22017460,1365-2214
25999297,1873-7544
24095926,1525-2191
32462576,1940-6029
10947153,1073-2322
15994332,0021-9258
26807646,1476-4679
28292330,1756-0500
22771211,1878-4186
29555551,1879-0089
12456662,0261-4189
15450370,0301-4622
24572368,1476-4687
30979826,2575-1077
33584653,1664-3224
31481798,1476-4679
31882753,2045-2322
15763919,0891-6934
11696547,0021-9258
14755687,0730-2312
38278067,1878-1705
19179285,1091-6490
22118420,1469-1809
22970170,1932-6203
19482076,1873-4596
25778106,1467-7652
24355203,1638-6183
35907573,1089-8638
10998370,0264-6021
28809801,1420-3049
16177059,0022-1767
24053588,1751-0147
30188321,2050-084X
29235601,1477-9234
17586580,0953-8178
36356007,2072-6651
12397079,0021-9258
24295069,1470-8728
30335391,1530-6992
26839376,1530-6860
12411609,0737-4038
29638215,2050-084X
30351959,1543-8392
28528494,1573-5079
27883213,1097-4644
28572406,1091-6490
23022116,1879-2448
11940603,0021-9258
28823707,1537-6605
28953875,1476-4687
12802059,1059-1524
21842913,1535-3907
34440666,2073-4409
28418178,1744-7909
29136186,1460-2709
24102327,1748-6963
21849478,1939-4586
34241634,1540-8140
32756048,1421-9786
16917489,1078-8956
35422080,2055-0278
23172223,1083-351X
16877448,0021-924X
28572157,1470-8728
29109281,1091-6490
34403298,1554-8635
30219712,1090-2414
35171955,1553-7374
31001832,1095-8649
15781449,0021-9258
21948967,1538-7445
34576328,1422-0067
36648430,2050-7518
28236764,1879-1514
23087082,1460-2180
35994673,1091-6490
24804563,1464-5203
21573187,1932-6203
21199804,1538-7445
22575598,1090-2430
17981977,1098-5530
19003581,1532-7914
25307884,1097-4598
19815501,1091-6490
16973731,0959-6658
30485737,2373-8227
30154210,1477-9137
35580041,1549-9626
38136210,2076-3921
21599637,1759-0914
